date,forecast
2025-04-26,14.0
2025-04-27,14.06
2025-04-28,14.44
2025-04-29,14.3
2025-04-30,14.14
2025-05-01,13.98
2025-05-02,13.98
2025-05-03,13.98
2025-05-04,8.0
2025-05-05,9.41
2025-05-06,8.82
2025-05-07,8.8
2025-05-08,8.19
2025-05-09,8.21
2025-05-10,8.33
2025-05-11,8.0
2025-05-12,9.43
2025-05-13,8.46
2025-05-14,8.33
2025-05-15,8.1
2025-05-16,8.01
2025-05-17,8.01
2025-05-18,8.11
2025-05-19,9.43
2025-05-20,8.46
2025-05-21,8.33
2025-05-22,8.1
2025-05-23,8.01
2025-05-24,8.01
2025-05-25,8.11
