week_start_date,weekly_forecast,average_engagement_probability
2025-04-30,2878.2150182389937,0.5314285714285714
2025-05-07,6059.77134716981,0.6042857142857143
2025-05-14,8368.702860377358,0.5728571428571428
2025-05-21,10023.743257861634,0.5657142857142857
