week_start_date,weekly_forecast,average_engagement_probability
2025-05-02,140.84,0.8499999999999999
2025-05-09,159.55,0.9285714285714286
2025-05-16,238.90999999999997,0.9442857142857143
2025-05-23,259.07,0.9357142857142857
