week_start_date,weekly_forecast,average_engagement_probability
2025-04-07,4027.434619047619,0.8328571428571429
2025-04-14,4160.850333333334,1.0
2025-04-21,4297.594333333334,1.0
2025-04-28,4345.239666666667,1.0
