week_start_date,weekly_forecast,average_engagement_probability
2025-05-01,89056.06467610388,0.8214285714285714
2025-05-08,62680.64582592178,0.8228571428571428
2025-05-15,31682.952287989974,0.9542857142857143
2025-05-22,17021.86742683469,0.9814285714285715
