week_start_date,weekly_forecast,average_engagement_probability
2025-05-02,47.92,0.8228571428571428
2025-05-09,34.21,0.8200000000000001
2025-05-16,28.46333333333333,0.8357142857142856
2025-05-23,28.310833333333335,0.8514285714285714
