day,value
Monday,0.28205128205128205
Tuesday,0.6222222222222222
Wednesday,0.6666666666666666
Thursday,1.3958333333333333
Friday,2.0238095238095237
Saturday,0.9487179487179487
Sunday,0.10256410256410256
