Client_Name,full_date,platform_name,metric_name,metric_category,value,inferred_post,inferred_post_flag
Calm Nola,2025-02-17,Facebook Ads,Action_like,Action,0.0,0,1
Calm Nola,2025-02-17,Facebook Ads,Action_link_click,Action,0.0,0,1
Calm Nola,2025-02-17,Facebook Ads,Action_onsite_conversion.messaging_welcome_message_view,Action,0.0,0,1
Calm Nola,2025-02-17,Facebook Ads,Action_page_engagement,Action,156.0,0,1
Calm Nola,2025-02-17,Facebook Ads,Action_post,Action,0.0,0,1
Calm Nola,2025-02-17,Facebook Ads,Action_post_engagement,Action,156.0,0,1
Calm Nola,2025-02-17,Facebook Ads,Action_post_reaction,Action,0.0,0,1
Calm Nola,2025-02-17,Facebook Ads,Action_rsvp,Action,0.0,0,1
Calm Nola,2025-02-17,Facebook Ads,Action_video_view,Action,156.0,0,1
Calm Nola,2025-02-18,Facebook Ads,Reach,Reach,962.0,0,1
Calm Nola,2025-02-18,Facebook Ads,Impressions,Reach,1098.0,0,1
Calm Nola,2025-02-18,Facebook Ads,Frequency,Reach,1.141372,0,1
Calm Nola,2025-02-18,Facebook Ads,CPM,Cost,1.183971,0,1
Calm Nola,2025-02-18,Facebook Ads,Clicks,Engagement,2.0,1,1
Calm Nola,2025-02-18,Facebook Ads,Amount Spent,Cost,1.3,0,1
Calm Nola,2025-02-18,Facebook Ads,Link Clicks,Engagement,0.0,1,1
Calm Nola,2025-02-18,Facebook Ads,Cost_like,Cost,0.0,0,1
Calm Nola,2025-02-18,Facebook Ads,Cost_link_click,Cost,0.0,0,1
Calm Nola,2025-02-18,Facebook Ads,Cost_onsite_conversion.messaging_welcome_message_view,Cost,0.0,0,1
Calm Nola,2025-02-18,Facebook Ads,Cost_page_engagement,Cost,0.006373,0,1
Calm Nola,2025-02-18,Facebook Ads,Cost_post_engagement,Cost,0.006373,0,1
Calm Nola,2025-02-18,Facebook Ads,Cost_rsvp,Cost,0.0,0,1
Calm Nola,2025-02-18,Facebook Ads,Cost_video_view,Cost,0.006373,0,1
Calm Nola,2025-02-18,Facebook Ads,Action_comment,Action,0.0,0,1
Calm Nola,2025-02-18,Facebook Ads,Action_like,Action,0.0,0,1
Calm Nola,2025-02-18,Facebook Ads,Action_link_click,Action,0.0,0,1
Calm Nola,2025-02-18,Facebook Ads,Action_onsite_conversion.messaging_welcome_message_view,Action,0.0,0,1
Calm Nola,2025-02-18,Facebook Ads,Action_page_engagement,Action,204.0,0,1
Calm Nola,2025-02-18,Facebook Ads,Action_post,Action,0.0,0,1
Calm Nola,2025-02-18,Facebook Ads,Action_post_engagement,Action,204.0,0,1
Calm Nola,2025-02-18,Facebook Ads,Action_post_reaction,Action,0.0,0,1
Calm Nola,2025-02-18,Facebook Ads,Action_rsvp,Action,0.0,0,1
Calm Nola,2025-02-18,Facebook Ads,Action_video_view,Action,204.0,0,1
Calm Nola,2025-02-19,Facebook Ads,Reach,Reach,1004.0,0,1
Calm Nola,2025-02-19,Facebook Ads,Impressions,Reach,1067.0,0,1
Calm Nola,2025-02-19,Facebook Ads,Frequency,Reach,1.062749,0,1
Calm Nola,2025-02-19,Facebook Ads,CPM,Cost,1.668229,0,1
Calm Nola,2025-02-19,Facebook Ads,Clicks,Engagement,2.0,1,1
Calm Nola,2025-02-19,Facebook Ads,Amount Spent,Cost,1.78,0,1
Calm Nola,2025-02-19,Facebook Ads,Link Clicks,Engagement,0.0,1,1
Calm Nola,2025-02-19,Facebook Ads,Cost_like,Cost,0.0,0,1
Calm Nola,2025-02-19,Facebook Ads,Cost_link_click,Cost,0.0,0,1
Calm Nola,2025-02-19,Facebook Ads,Cost_onsite_conversion.messaging_welcome_message_view,Cost,0.0,0,1
Calm Nola,2025-02-19,Facebook Ads,Cost_page_engagement,Cost,0.013588,0,1
Calm Nola,2025-02-19,Facebook Ads,Cost_post_engagement,Cost,0.013588,0,1
Calm Nola,2025-02-19,Facebook Ads,Cost_rsvp,Cost,0.0,0,1
Calm Nola,2025-02-19,Facebook Ads,Cost_video_view,Cost,0.013588,0,1
Calm Nola,2025-02-19,Facebook Ads,Action_comment,Action,0.0,0,1
Calm Nola,2025-02-19,Facebook Ads,Action_like,Action,0.0,0,1
Calm Nola,2025-02-19,Facebook Ads,Action_link_click,Action,0.0,0,1
Calm Nola,2025-02-19,Facebook Ads,Action_onsite_conversion.messaging_welcome_message_view,Action,0.0,0,1
Calm Nola,2025-02-19,Facebook Ads,Action_page_engagement,Action,131.0,0,1
Calm Nola,2025-02-19,Facebook Ads,Action_post,Action,0.0,0,1
Calm Nola,2025-02-19,Facebook Ads,Action_post_engagement,Action,131.0,0,1
Calm Nola,2025-02-19,Facebook Ads,Action_post_reaction,Action,0.0,0,1
Calm Nola,2025-02-19,Facebook Ads,Action_rsvp,Action,0.0,0,1
Calm Nola,2025-02-19,Facebook Ads,Action_video_view,Action,131.0,0,1
Calm Nola,2025-02-20,Facebook Ads,Reach,Reach,883.0,0,1
Calm Nola,2025-02-20,Facebook Ads,Impressions,Reach,934.0,0,1
Calm Nola,2025-02-20,Facebook Ads,Frequency,Reach,1.057758,0,1
Calm Nola,2025-02-20,Facebook Ads,CPM,Cost,1.477516,0,1
Calm Nola,2025-02-20,Facebook Ads,Clicks,Engagement,1.0,1,1
Calm Nola,2025-02-20,Facebook Ads,Amount Spent,Cost,1.38,0,1
Calm Nola,2025-02-20,Facebook Ads,Link Clicks,Engagement,0.0,1,1
Calm Nola,2025-02-20,Facebook Ads,Cost_like,Cost,0.0,0,1
Calm Nola,2025-02-20,Facebook Ads,Cost_link_click,Cost,0.0,0,1
Calm Nola,2025-02-20,Facebook Ads,Cost_onsite_conversion.messaging_welcome_message_view,Cost,0.0,0,1
Calm Nola,2025-02-20,Facebook Ads,Cost_page_engagement,Cost,0.015,0,1
Calm Nola,2025-02-20,Facebook Ads,Cost_post_engagement,Cost,0.015,0,1
Calm Nola,2025-02-20,Facebook Ads,Cost_rsvp,Cost,0.0,0,1
Calm Nola,2025-02-20,Facebook Ads,Cost_video_view,Cost,0.015,0,1
Calm Nola,2025-02-20,Facebook Ads,Action_comment,Action,0.0,0,1
Calm Nola,2025-02-20,Facebook Ads,Action_like,Action,0.0,0,1
Calm Nola,2025-02-20,Facebook Ads,Action_link_click,Action,0.0,0,1
Calm Nola,2025-02-20,Facebook Ads,Action_onsite_conversion.messaging_welcome_message_view,Action,0.0,0,1
Calm Nola,2025-02-20,Facebook Ads,Action_page_engagement,Action,92.0,0,1
Calm Nola,2025-02-20,Facebook Ads,Action_post,Action,0.0,0,1
Calm Nola,2025-02-20,Facebook Ads,Action_post_engagement,Action,92.0,0,1
Calm Nola,2025-02-20,Facebook Ads,Action_post_reaction,Action,0.0,0,1
Calm Nola,2025-02-20,Facebook Ads,Action_rsvp,Action,0.0,0,1
Calm Nola,2025-02-20,Facebook Ads,Action_video_view,Action,92.0,0,1
Calm Nola,2025-02-21,Facebook Ads,Reach,Reach,1032.0,0,1
Calm Nola,2025-02-21,Facebook Ads,Impressions,Reach,1076.0,0,1
Calm Nola,2025-02-21,Facebook Ads,Frequency,Reach,1.042636,0,1
Calm Nola,2025-02-21,Facebook Ads,CPM,Cost,1.607807,0,1
Calm Nola,2025-02-21,Facebook Ads,Clicks,Engagement,1.0,1,1
Calm Nola,2025-02-21,Facebook Ads,Amount Spent,Cost,1.73,0,1
Calm Nola,2025-02-21,Facebook Ads,Link Clicks,Engagement,0.0,1,1
Calm Nola,2025-02-21,Facebook Ads,Cost_like,Cost,0.0,0,1
Calm Nola,2025-02-21,Facebook Ads,Cost_link_click,Cost,0.0,0,1
Calm Nola,2025-02-21,Facebook Ads,Cost_onsite_conversion.messaging_welcome_message_view,Cost,0.0,0,1
Calm Nola,2025-02-21,Facebook Ads,Cost_page_engagement,Cost,0.019885,0,1
Calm Nola,2025-02-21,Facebook Ads,Cost_post_engagement,Cost,0.019885,0,1
Calm Nola,2025-02-21,Facebook Ads,Cost_rsvp,Cost,0.0,0,1
Calm Nola,2025-02-21,Facebook Ads,Cost_video_view,Cost,0.019885,0,1
Calm Nola,2025-02-21,Facebook Ads,Action_comment,Action,0.0,0,1
Calm Nola,2025-02-21,Facebook Ads,Action_like,Action,0.0,0,1
Calm Nola,2025-02-21,Facebook Ads,Action_link_click,Action,0.0,0,1
Calm Nola,2025-02-21,Facebook Ads,Action_onsite_conversion.messaging_welcome_message_view,Action,0.0,0,1
Calm Nola,2025-02-21,Facebook Ads,Action_page_engagement,Action,87.0,0,1
Calm Nola,2025-02-21,Facebook Ads,Action_post,Action,0.0,0,1
Calm Nola,2025-02-21,Facebook Ads,Action_post_engagement,Action,87.0,0,1
Calm Nola,2025-02-21,Facebook Ads,Action_post_reaction,Action,0.0,0,1
Calm Nola,2025-02-21,Facebook Ads,Action_rsvp,Action,0.0,0,1
Calm Nola,2025-02-21,Facebook Ads,Action_video_view,Action,87.0,0,1
Calm Nola,2025-02-22,Facebook Ads,Reach,Reach,1082.0,0,1
Calm Nola,2025-02-22,Facebook Ads,Impressions,Reach,1113.0,0,1
Calm Nola,2025-02-22,Facebook Ads,Frequency,Reach,1.028651,0,1
Calm Nola,2025-02-22,Facebook Ads,CPM,Cost,1.491465,0,1
Calm Nola,2025-02-22,Facebook Ads,Clicks,Engagement,1.0,1,1
Calm Nola,2025-02-22,Facebook Ads,Amount Spent,Cost,1.66,0,1
Calm Nola,2025-02-22,Facebook Ads,Link Clicks,Engagement,0.0,1,1
Calm Nola,2025-02-22,Facebook Ads,Cost_like,Cost,0.0,0,1
Calm Nola,2025-02-22,Facebook Ads,Cost_link_click,Cost,0.0,0,1
Calm Nola,2025-02-22,Facebook Ads,Cost_onsite_conversion.messaging_welcome_message_view,Cost,0.0,0,1
Calm Nola,2025-02-22,Facebook Ads,Cost_page_engagement,Cost,0.019529,0,1
Calm Nola,2025-02-22,Facebook Ads,Cost_post_engagement,Cost,0.019529,0,1
Calm Nola,2025-02-22,Facebook Ads,Cost_rsvp,Cost,0.0,0,1
Calm Nola,2025-02-22,Facebook Ads,Cost_video_view,Cost,0.019529,0,1
Calm Nola,2025-02-22,Facebook Ads,Action_comment,Action,0.0,0,1
Calm Nola,2025-02-22,Facebook Ads,Action_like,Action,0.0,0,1
Calm Nola,2025-02-22,Facebook Ads,Action_link_click,Action,0.0,0,1
Calm Nola,2025-02-22,Facebook Ads,Action_onsite_conversion.messaging_welcome_message_view,Action,0.0,0,1
Calm Nola,2025-02-22,Facebook Ads,Action_page_engagement,Action,85.0,0,1
Calm Nola,2025-02-22,Facebook Ads,Action_post,Action,0.0,0,1
Calm Nola,2025-02-22,Facebook Ads,Action_post_engagement,Action,85.0,0,1
Calm Nola,2025-02-22,Facebook Ads,Action_post_reaction,Action,0.0,0,1
Calm Nola,2025-02-22,Facebook Ads,Action_rsvp,Action,0.0,0,1
Calm Nola,2025-02-22,Facebook Ads,Action_video_view,Action,85.0,0,1
Calm Nola,2025-02-23,Facebook Ads,Reach,Reach,1118.0,0,1
Calm Nola,2025-02-23,Facebook Ads,Impressions,Reach,1133.0,0,1
Calm Nola,2025-02-23,Facebook Ads,Frequency,Reach,1.013417,0,1
Calm Nola,2025-02-23,Facebook Ads,CPM,Cost,1.694616,0,1
Calm Nola,2025-02-23,Facebook Ads,Clicks,Engagement,2.0,1,1
Calm Nola,2025-02-23,Facebook Ads,Amount Spent,Cost,1.92,0,1
Calm Nola,2025-02-23,Facebook Ads,Link Clicks,Engagement,0.0,1,1
Calm Nola,2025-02-23,Facebook Ads,Cost_like,Cost,0.0,0,1
Calm Nola,2025-02-23,Facebook Ads,Cost_link_click,Cost,0.0,0,1
Calm Nola,2025-02-23,Facebook Ads,Cost_onsite_conversion.messaging_welcome_message_view,Cost,0.0,0,1
Calm Nola,2025-02-23,Facebook Ads,Cost_page_engagement,Cost,0.021573,0,1
Calm Nola,2025-02-23,Facebook Ads,Cost_post_engagement,Cost,0.021573,0,1
Calm Nola,2025-02-23,Facebook Ads,Cost_rsvp,Cost,0.0,0,1
Calm Nola,2025-02-23,Facebook Ads,Cost_video_view,Cost,0.021573,0,1
Calm Nola,2025-02-23,Facebook Ads,Action_comment,Action,0.0,0,1
Calm Nola,2025-02-23,Facebook Ads,Action_like,Action,0.0,0,1
Calm Nola,2025-02-23,Facebook Ads,Action_link_click,Action,0.0,0,1
Calm Nola,2025-02-23,Facebook Ads,Action_onsite_conversion.messaging_welcome_message_view,Action,0.0,0,1
Calm Nola,2025-02-23,Facebook Ads,Action_page_engagement,Action,89.0,0,1
Calm Nola,2025-02-23,Facebook Ads,Action_post,Action,0.0,0,1
Calm Nola,2025-02-23,Facebook Ads,Action_post_engagement,Action,89.0,0,1
Calm Nola,2025-02-23,Facebook Ads,Action_post_reaction,Action,0.0,0,1
Calm Nola,2025-02-23,Facebook Ads,Action_rsvp,Action,0.0,0,1
Calm Nola,2025-02-23,Facebook Ads,Action_video_view,Action,89.0,0,1
Calm Nola,2025-02-24,Facebook Ads,Reach,Reach,1113.0,0,1
Calm Nola,2025-02-24,Facebook Ads,Impressions,Reach,1243.0,0,1
Calm Nola,2025-02-24,Facebook Ads,Frequency,Reach,1.116801,0,1
Calm Nola,2025-02-24,Facebook Ads,CPM,Cost,1.343524,0,1
Calm Nola,2025-02-24,Facebook Ads,Clicks,Engagement,1.0,1,1
Calm Nola,2025-02-24,Facebook Ads,Amount Spent,Cost,1.67,0,1
Calm Nola,2025-02-24,Facebook Ads,Link Clicks,Engagement,0.0,1,1
Calm Nola,2025-02-24,Facebook Ads,Cost_like,Cost,0.0,0,1
Calm Nola,2025-02-24,Facebook Ads,Cost_link_click,Cost,0.0,0,1
Calm Nola,2025-02-24,Facebook Ads,Cost_onsite_conversion.messaging_welcome_message_view,Cost,0.0,0,1
Calm Nola,2025-02-24,Facebook Ads,Cost_page_engagement,Cost,0.007455,0,1
Calm Nola,2025-02-24,Facebook Ads,Cost_post_engagement,Cost,0.007455,0,1
Calm Nola,2025-02-24,Facebook Ads,Cost_rsvp,Cost,0.0,0,1
Calm Nola,2025-02-24,Facebook Ads,Cost_video_view,Cost,0.007455,0,1
Calm Nola,2025-02-24,Facebook Ads,Action_comment,Action,0.0,0,1
Calm Nola,2025-02-24,Facebook Ads,Action_like,Action,0.0,0,1
Calm Nola,2025-02-24,Facebook Ads,Action_link_click,Action,0.0,0,1
Calm Nola,2025-02-24,Facebook Ads,Action_onsite_conversion.messaging_welcome_message_view,Action,0.0,0,1
Calm Nola,2025-02-24,Facebook Ads,Action_page_engagement,Action,224.0,0,1
Calm Nola,2025-02-24,Facebook Ads,Action_post,Action,0.0,0,1
Calm Nola,2025-02-24,Facebook Ads,Action_post_engagement,Action,224.0,0,1
Calm Nola,2025-02-24,Facebook Ads,Action_post_reaction,Action,0.0,0,1
Calm Nola,2025-02-24,Facebook Ads,Action_rsvp,Action,0.0,0,1
Calm Nola,2025-02-24,Facebook Ads,Action_video_view,Action,224.0,0,1
Calm Nola,2025-02-25,Facebook Ads,Reach,Reach,975.0,0,1
Calm Nola,2025-02-25,Facebook Ads,Impressions,Reach,1087.0,0,1
Calm Nola,2025-02-25,Facebook Ads,Frequency,Reach,1.114872,0,1
Calm Nola,2025-02-25,Facebook Ads,CPM,Cost,1.591536,0,1
Calm Nola,2025-02-25,Facebook Ads,Clicks,Engagement,3.0,1,1
Calm Nola,2025-02-25,Facebook Ads,Amount Spent,Cost,1.73,0,1
Calm Nola,2025-02-25,Facebook Ads,Link Clicks,Engagement,0.0,1,1
Calm Nola,2025-02-25,Facebook Ads,Cost_like,Cost,0.0,0,1
Calm Nola,2025-02-25,Facebook Ads,Cost_link_click,Cost,0.0,0,1
Calm Nola,2025-02-25,Facebook Ads,Cost_onsite_conversion.messaging_welcome_message_view,Cost,0.0,0,1
Calm Nola,2025-02-25,Facebook Ads,Cost_page_engagement,Cost,0.010679,0,1
Calm Nola,2025-02-25,Facebook Ads,Cost_post_engagement,Cost,0.010679,0,1
Calm Nola,2025-02-25,Facebook Ads,Cost_rsvp,Cost,0.0,0,1
Calm Nola,2025-02-25,Facebook Ads,Cost_video_view,Cost,0.010679,0,1
Calm Nola,2025-02-25,Facebook Ads,Action_comment,Action,0.0,0,1
Calm Nola,2025-02-25,Facebook Ads,Action_like,Action,0.0,0,1
Calm Nola,2025-02-25,Facebook Ads,Action_link_click,Action,0.0,0,1
Calm Nola,2025-02-25,Facebook Ads,Action_onsite_conversion.messaging_welcome_message_view,Action,0.0,0,1
Calm Nola,2025-02-25,Facebook Ads,Action_page_engagement,Action,162.0,0,1
Calm Nola,2025-02-25,Facebook Ads,Action_post,Action,0.0,0,1
Calm Nola,2025-02-25,Facebook Ads,Action_post_engagement,Action,162.0,0,1
Calm Nola,2025-02-25,Facebook Ads,Action_post_reaction,Action,0.0,0,1
Calm Nola,2025-02-25,Facebook Ads,Action_rsvp,Action,0.0,0,1
Calm Nola,2025-02-25,Facebook Ads,Action_video_view,Action,162.0,0,1
Calm Nola,2025-02-26,Facebook Ads,Reach,Reach,899.0,0,1
Calm Nola,2025-02-26,Facebook Ads,Impressions,Reach,956.0,0,1
Calm Nola,2025-02-26,Facebook Ads,Frequency,Reach,1.063404,0,1
Calm Nola,2025-02-26,Facebook Ads,CPM,Cost,1.725941,0,1
Calm Nola,2025-02-26,Facebook Ads,Clicks,Engagement,0.0,1,1
Calm Nola,2025-02-26,Facebook Ads,Amount Spent,Cost,1.65,0,1
Calm Nola,2025-02-26,Facebook Ads,Link Clicks,Engagement,0.0,1,1
Calm Nola,2025-02-26,Facebook Ads,Cost_like,Cost,0.0,0,1
Calm Nola,2025-02-26,Facebook Ads,Cost_link_click,Cost,0.0,0,1
Calm Nola,2025-02-26,Facebook Ads,Cost_onsite_conversion.messaging_welcome_message_view,Cost,0.0,0,1
Calm Nola,2025-02-26,Facebook Ads,Cost_page_engagement,Cost,0.013095,0,1
Calm Nola,2025-02-26,Facebook Ads,Cost_post_engagement,Cost,0.013095,0,1
Calm Nola,2025-02-26,Facebook Ads,Cost_rsvp,Cost,0.0,0,1
Calm Nola,2025-02-26,Facebook Ads,Cost_video_view,Cost,0.013095,0,1
Calm Nola,2025-02-26,Facebook Ads,Action_comment,Action,0.0,0,1
Calm Nola,2025-02-26,Facebook Ads,Action_like,Action,0.0,0,1
Calm Nola,2025-02-26,Facebook Ads,Action_link_click,Action,0.0,0,1
Calm Nola,2025-02-26,Facebook Ads,Action_onsite_conversion.messaging_welcome_message_view,Action,0.0,0,1
Calm Nola,2025-02-26,Facebook Ads,Action_page_engagement,Action,126.0,0,1
Calm Nola,2025-02-26,Facebook Ads,Action_post,Action,0.0,0,1
Calm Nola,2025-02-26,Facebook Ads,Action_post_engagement,Action,126.0,0,1
Calm Nola,2025-02-26,Facebook Ads,Action_post_reaction,Action,0.0,0,1
Calm Nola,2025-02-26,Facebook Ads,Action_rsvp,Action,0.0,0,1
Calm Nola,2025-02-26,Facebook Ads,Action_video_view,Action,126.0,0,1
Calm Nola,2025-02-27,Facebook Ads,Reach,Reach,872.0,0,1
Calm Nola,2025-02-27,Facebook Ads,Impressions,Reach,923.0,0,1
Calm Nola,2025-02-27,Facebook Ads,Frequency,Reach,1.058486,0,1
Calm Nola,2025-02-27,Facebook Ads,CPM,Cost,1.950163,0,1
Calm Nola,2025-02-27,Facebook Ads,Clicks,Engagement,1.0,1,1
Calm Nola,2025-02-27,Facebook Ads,Amount Spent,Cost,1.8,0,1
Calm Nola,2025-02-27,Facebook Ads,Link Clicks,Engagement,0.0,1,1
Calm Nola,2025-02-27,Facebook Ads,Cost_like,Cost,0.0,0,1
Calm Nola,2025-02-27,Facebook Ads,Cost_link_click,Cost,0.0,0,1
Calm Nola,2025-02-27,Facebook Ads,Cost_onsite_conversion.messaging_welcome_message_view,Cost,0.0,0,1
Calm Nola,2025-02-27,Facebook Ads,Cost_page_engagement,Cost,0.013846,0,1
Calm Nola,2025-02-27,Facebook Ads,Cost_post_engagement,Cost,0.013846,0,1
Calm Nola,2025-02-27,Facebook Ads,Cost_rsvp,Cost,0.0,0,1
Calm Nola,2025-02-27,Facebook Ads,Cost_video_view,Cost,0.013846,0,1
Calm Nola,2025-02-27,Facebook Ads,Action_comment,Action,0.0,0,1
Calm Nola,2025-02-27,Facebook Ads,Action_like,Action,0.0,0,1
Calm Nola,2025-02-27,Facebook Ads,Action_link_click,Action,0.0,0,1
Calm Nola,2025-02-27,Facebook Ads,Action_onsite_conversion.messaging_welcome_message_view,Action,0.0,0,1
Calm Nola,2025-02-27,Facebook Ads,Action_page_engagement,Action,130.0,0,1
Calm Nola,2025-02-27,Facebook Ads,Action_post,Action,0.0,0,1
Calm Nola,2025-02-27,Facebook Ads,Action_post_engagement,Action,130.0,0,1
Calm Nola,2025-02-27,Facebook Ads,Action_post_reaction,Action,0.0,0,1
Calm Nola,2025-02-27,Facebook Ads,Action_rsvp,Action,0.0,0,1
Calm Nola,2025-02-27,Facebook Ads,Action_video_view,Action,130.0,0,1
Calm Nola,2025-02-28,Facebook Ads,Reach,Reach,829.0,0,1
Calm Nola,2025-02-28,Facebook Ads,Impressions,Reach,856.0,0,1
Calm Nola,2025-02-28,Facebook Ads,Frequency,Reach,1.032569,0,1
Calm Nola,2025-02-28,Facebook Ads,CPM,Cost,2.056075,0,1
Calm Nola,2025-02-28,Facebook Ads,Clicks,Engagement,2.0,1,1
Calm Nola,2025-02-28,Facebook Ads,Amount Spent,Cost,1.76,0,1
Calm Nola,2025-02-28,Facebook Ads,Link Clicks,Engagement,0.0,1,1
Calm Nola,2025-02-28,Facebook Ads,Cost_like,Cost,0.0,0,1
Calm Nola,2025-02-28,Facebook Ads,Cost_link_click,Cost,0.0,0,1
Calm Nola,2025-02-28,Facebook Ads,Cost_onsite_conversion.messaging_welcome_message_view,Cost,0.0,0,1
Calm Nola,2025-02-28,Facebook Ads,Cost_page_engagement,Cost,0.014309,0,1
Calm Nola,2025-02-28,Facebook Ads,Cost_post_engagement,Cost,0.014309,0,1
Calm Nola,2025-02-28,Facebook Ads,Cost_rsvp,Cost,0.0,0,1
Calm Nola,2025-02-28,Facebook Ads,Cost_video_view,Cost,0.014309,0,1
Calm Nola,2025-02-28,Facebook Ads,Action_comment,Action,0.0,0,1
Calm Nola,2025-02-28,Facebook Ads,Action_like,Action,0.0,0,1
Calm Nola,2025-02-28,Facebook Ads,Action_link_click,Action,0.0,0,1
Calm Nola,2025-02-28,Facebook Ads,Action_onsite_conversion.messaging_welcome_message_view,Action,0.0,0,1
Calm Nola,2025-02-28,Facebook Ads,Action_page_engagement,Action,123.0,0,1
Calm Nola,2025-02-28,Facebook Ads,Action_post,Action,0.0,0,1
Calm Nola,2025-02-28,Facebook Ads,Action_post_engagement,Action,123.0,0,1
Calm Nola,2025-02-28,Facebook Ads,Action_post_reaction,Action,0.0,0,1
Calm Nola,2025-02-28,Facebook Ads,Action_rsvp,Action,0.0,0,1
Calm Nola,2025-02-28,Facebook Ads,Action_video_view,Action,123.0,0,1
STEP Learning Collaborative,2025-02-05,Facebook Ads,Reach,Reach,19214.0,0,1
STEP Learning Collaborative,2025-02-05,Facebook Ads,Impressions,Reach,22765.0,0,1
STEP Learning Collaborative,2025-02-05,Facebook Ads,Frequency,Reach,1.184813,0,1
STEP Learning Collaborative,2025-02-05,Facebook Ads,CPM,Cost,0.941797,0,1
STEP Learning Collaborative,2025-02-05,Facebook Ads,Clicks,Engagement,16.0,1,1
STEP Learning Collaborative,2025-02-05,Facebook Ads,Amount Spent,Cost,21.44,0,1
STEP Learning Collaborative,2025-02-05,Facebook Ads,Link Clicks,Engagement,16.0,1,1
STEP Learning Collaborative,2025-02-05,Facebook Ads,Cost_like,Cost,0.0,0,1
STEP Learning Collaborative,2025-02-05,Facebook Ads,Cost_link_click,Cost,1.34,0,1
STEP Learning Collaborative,2025-02-05,Facebook Ads,Cost_onsite_conversion.messaging_welcome_message_view,Cost,0.0,0,1
STEP Learning Collaborative,2025-02-05,Facebook Ads,Cost_page_engagement,Cost,0.595556,0,1
STEP Learning Collaborative,2025-02-05,Facebook Ads,Cost_post_engagement,Cost,0.595556,0,1
STEP Learning Collaborative,2025-02-05,Facebook Ads,Cost_rsvp,Cost,0.0,0,1
STEP Learning Collaborative,2025-02-05,Facebook Ads,Cost_video_view,Cost,1.072,0,1
STEP Learning Collaborative,2025-02-05,Facebook Ads,Action_comment,Action,0.0,0,1
STEP Learning Collaborative,2025-02-05,Facebook Ads,Action_like,Action,0.0,0,1
STEP Learning Collaborative,2025-02-05,Facebook Ads,Action_link_click,Action,16.0,0,1
STEP Learning Collaborative,2025-02-05,Facebook Ads,Action_onsite_conversion.messaging_welcome_message_view,Action,0.0,0,1
STEP Learning Collaborative,2025-02-05,Facebook Ads,Action_page_engagement,Action,36.0,0,1
STEP Learning Collaborative,2025-02-05,Facebook Ads,Action_post,Action,0.0,0,1
STEP Learning Collaborative,2025-02-05,Facebook Ads,Action_post_engagement,Action,36.0,0,1
STEP Learning Collaborative,2025-02-05,Facebook Ads,Action_post_reaction,Action,0.0,0,1
STEP Learning Collaborative,2025-02-05,Facebook Ads,Action_rsvp,Action,0.0,0,1
STEP Learning Collaborative,2025-02-05,Facebook Ads,Action_video_view,Action,20.0,0,1
STEP Learning Collaborative,2025-02-06,Facebook Ads,Reach,Reach,37949.0,0,1
STEP Learning Collaborative,2025-02-06,Facebook Ads,Impressions,Reach,44204.0,0,1
STEP Learning Collaborative,2025-02-06,Facebook Ads,Frequency,Reach,1.164826,0,1
STEP Learning Collaborative,2025-02-06,Facebook Ads,CPM,Cost,0.942901,0,1
STEP Learning Collaborative,2025-02-06,Facebook Ads,Clicks,Engagement,34.0,1,1
STEP Learning Collaborative,2025-02-06,Facebook Ads,Amount Spent,Cost,41.68,0,1
STEP Learning Collaborative,2025-02-06,Facebook Ads,Link Clicks,Engagement,34.0,1,1
STEP Learning Collaborative,2025-02-06,Facebook Ads,Cost_like,Cost,0.0,0,1
STEP Learning Collaborative,2025-02-06,Facebook Ads,Cost_link_click,Cost,1.225882,0,1
STEP Learning Collaborative,2025-02-06,Facebook Ads,Cost_onsite_conversion.messaging_welcome_message_view,Cost,0.0,0,1
STEP Learning Collaborative,2025-02-06,Facebook Ads,Cost_page_engagement,Cost,1.016585,0,1
STEP Learning Collaborative,2025-02-06,Facebook Ads,Cost_post_engagement,Cost,1.016585,0,1
STEP Learning Collaborative,2025-02-06,Facebook Ads,Cost_rsvp,Cost,0.0,0,1
STEP Learning Collaborative,2025-02-06,Facebook Ads,Cost_video_view,Cost,5.954286,0,1
STEP Learning Collaborative,2025-02-06,Facebook Ads,Action_comment,Action,0.0,0,1
STEP Learning Collaborative,2025-02-06,Facebook Ads,Action_like,Action,0.0,0,1
STEP Learning Collaborative,2025-02-06,Facebook Ads,Action_link_click,Action,34.0,0,1
STEP Learning Collaborative,2025-02-06,Facebook Ads,Action_onsite_conversion.messaging_welcome_message_view,Action,0.0,0,1
STEP Learning Collaborative,2025-02-06,Facebook Ads,Action_page_engagement,Action,41.0,0,1
STEP Learning Collaborative,2025-02-06,Facebook Ads,Action_post,Action,0.0,0,1
STEP Learning Collaborative,2025-02-06,Facebook Ads,Action_post_engagement,Action,41.0,0,1
STEP Learning Collaborative,2025-02-06,Facebook Ads,Action_post_reaction,Action,0.0,0,1
STEP Learning Collaborative,2025-02-06,Facebook Ads,Action_rsvp,Action,0.0,0,1
STEP Learning Collaborative,2025-02-06,Facebook Ads,Action_video_view,Action,7.0,0,1
STEP Learning Collaborative,2025-02-07,Facebook Ads,Reach,Reach,34826.0,0,1
STEP Learning Collaborative,2025-02-07,Facebook Ads,Impressions,Reach,42370.0,0,1
STEP Learning Collaborative,2025-02-07,Facebook Ads,Frequency,Reach,1.21662,0,1
