Client_Name,year,month,month_name,platform_name,metric_name,metric_category,avg_value,sum_value,count_value
Michigan Minds,2025,3,March,Instagram,Views,Engagement,0.0,0.0,6
Michigan Minds,2025,4,April,Facebook Ads,Action_comment,Action,0.2222222222222222,2.0,9
Michigan Minds,2025,4,April,Facebook Ads,Action_like,Action,0.2222222222222222,2.0,9
Michigan Minds,2025,4,April,Facebook Ads,Action_link_click,Action,88.55555555555556,797.0,9
Michigan Minds,2025,4,April,Facebook Ads,Action_onsite_conversion.messaging_welcome_message_view,Action,0.0,0.0,9
Michigan Minds,2025,4,April,Facebook Ads,Action_page_engagement,Action,91.33333333333333,822.0,9
Michigan Minds,2025,4,April,Facebook Ads,Action_post,Action,0.0,0.0,9
Michigan Minds,2025,4,April,Facebook Ads,Action_post_engagement,Action,91.11111111111111,820.0,9
Michigan Minds,2025,4,April,Facebook Ads,Action_post_reaction,Action,2.3333333333333335,21.0,9
Michigan Minds,2025,4,April,Facebook Ads,Action_rsvp,Action,0.0,0.0,9
Michigan Minds,2025,4,April,Facebook Ads,Action_video_view,Action,0.0,0.0,9
Michigan Minds,2025,4,April,Facebook Ads,Amount Spent,Cost,34.989999999999995,314.90999999999997,9
Michigan Minds,2025,4,April,Facebook Ads,CPM,Cost,2.176554111111111,19.588987,9
Michigan Minds,2025,4,April,Facebook Ads,Clicks,Engagement,100.55555555555556,905.0,9
Michigan Minds,2025,4,April,Facebook Ads,Cost_like,Cost,6.962222222222222,62.66,9
Michigan Minds,2025,4,April,Facebook Ads,Cost_link_click,Cost,0.40654355555555555,3.658892,9
Michigan Minds,2025,4,April,Facebook Ads,Cost_onsite_conversion.messaging_welcome_message_view,Cost,0.0,0.0,9
Michigan Minds,2025,4,April,Facebook Ads,Cost_page_engagement,Cost,0.3911157777777778,3.520042,9
Michigan Minds,2025,4,April,Facebook Ads,Cost_post_engagement,Cost,0.39240644444444445,3.531658,9
Michigan Minds,2025,4,April,Facebook Ads,Cost_rsvp,Cost,0.0,0.0,9
Michigan Minds,2025,4,April,Facebook Ads,Cost_video_view,Cost,0.0,0.0,9
Michigan Minds,2025,4,April,Facebook Ads,Frequency,Reach,1.5200726666666666,13.680654,9
Michigan Minds,2025,4,April,Facebook Ads,Impressions,Reach,19867.0,178803.0,9
Michigan Minds,2025,4,April,Facebook Ads,Link Clicks,Engagement,88.55555555555556,797.0,9
Michigan Minds,2025,4,April,Facebook Ads,Reach,Reach,12905.222222222223,116147.0,9
Michigan Minds,2025,4,April,Facebook Pages,Comments,Engagement,0.0,0.0,8
Michigan Minds,2025,4,April,Facebook Pages,Interactions,Engagement,330.44,8261.0,25
Michigan Minds,2025,4,April,Facebook Pages,Likes,Engagement,213.2,5330.0,25
Michigan Minds,2025,4,April,Facebook Pages,Page Impressions,Reach,6623.72,165593.0,25
Michigan Minds,2025,4,April,Facebook Pages,Page Views,Engagement,47.28,1182.0,25
Michigan Minds,2025,4,April,Facebook Pages,Post Likes (from feed),Engagement,4.875,39.0,8
Michigan Minds,2025,4,April,Facebook Pages,Shares,Engagement,0.0,0.0,8
Michigan Minds,2025,4,April,Facebook Pages,Top Post Engagement,Other,1.56,39.0,25
Michigan Minds,2025,4,April,Facebook Pages,Top Post Message,Other,0.0,0.0,7
Michigan Minds,2025,4,April,Facebook Pages,Top Post URL,Other,0.0,0.0,8
Michigan Minds,2025,4,April,Facebook Pages,Total Posts,Content,1.0,8.0,8
Michigan Minds,2025,4,April,Instagram,Comments,Engagement,0.0,0.0,8
Michigan Minds,2025,4,April,Instagram,Engagement Rate,Engagement,2.59,20.72,8
Michigan Minds,2025,4,April,Instagram,Likes,Engagement,4.375,35.0,8
Michigan Minds,2025,4,April,Instagram,Media Reach,Reach,26.625,213.0,8
Michigan Minds,2025,4,April,Instagram,Posts Count,Content,1.0,8.0,8
Michigan Minds,2025,4,April,Instagram,Saved,Engagement,0.125,1.0,8
Michigan Minds,2025,4,April,Instagram,Top Post Engagement,Other,4.5,36.0,8
Michigan Minds,2025,4,April,Instagram,Top Post Message,Other,0.0,0.0,7
Michigan Minds,2025,4,April,Instagram,Top Post URL,Other,0.0,0.0,8
Michigan Minds,2025,4,April,Instagram,Total Engagement,Engagement,4.375,35.0,8
Michigan Minds,2025,4,April,Instagram,Views,Engagement,0.0,0.0,8
NYC TCTTAC,2025,1,January,Website,Active Users,Audience,3.7142857142857144,26.0,7
NYC TCTTAC,2025,1,January,Website,Engaged Sessions,Engagement,3.0,21.0,7
NYC TCTTAC,2025,1,January,Website,Engagement Rate (%),Engagement,42.94571428571429,300.62,7
NYC TCTTAC,2025,1,January,Website,Event Count,Engagement,47.0,329.0,7
NYC TCTTAC,2025,1,January,Website,New Users,Audience,6.285714285714286,44.0,7
NYC TCTTAC,2025,1,January,Website,Sessions,Engagement,7.142857142857143,50.0,7
NYC TCTTAC,2025,1,January,Website,Top Page URL,Other,0.0,0.0,7
NYC TCTTAC,2025,1,January,Website,User Engagement Duration,Engagement,439.42857142857144,3076.0,7
NYC TCTTAC,2025,1,January,Website,Views,Engagement,16.714285714285715,117.0,7
NYC TCTTAC,2025,2,February,Website,Active Users,Audience,8.44,211.0,25
NYC TCTTAC,2025,2,February,Website,Engaged Sessions,Engagement,3.12,78.0,25
NYC TCTTAC,2025,2,February,Website,Engagement Rate (%),Engagement,43.6016,1090.04,25
NYC TCTTAC,2025,2,February,Website,Event Count,Engagement,185.52,4638.0,25
NYC TCTTAC,2025,2,February,Website,New Users,Audience,12.08,302.0,25
NYC TCTTAC,2025,2,February,Website,Sessions,Engagement,7.92,198.0,25
NYC TCTTAC,2025,2,February,Website,Top Page URL,Other,0.0,0.0,25
NYC TCTTAC,2025,2,February,Website,User Engagement Duration,Engagement,2537.24,63431.0,25
NYC TCTTAC,2025,2,February,Website,Views,Engagement,144.0,3600.0,25
NYC TCTTAC,2025,3,March,Website,Active Users,Audience,5.290322580645161,164.0,31
NYC TCTTAC,2025,3,March,Website,Engaged Sessions,Engagement,5.580645161290323,173.0,31
NYC TCTTAC,2025,3,March,Website,Engagement Rate (%),Engagement,54.02290322580645,1674.71,31
NYC TCTTAC,2025,3,March,Website,Event Count,Engagement,85.61290322580645,2654.0,31
NYC TCTTAC,2025,3,March,Website,New Users,Audience,8.03225806451613,249.0,31
NYC TCTTAC,2025,3,March,Website,Sessions,Engagement,10.387096774193548,322.0,31
NYC TCTTAC,2025,3,March,Website,Top Page URL,Other,0.0,0.0,31
NYC TCTTAC,2025,3,March,Website,User Engagement Duration,Engagement,543.8064516129032,16858.0,31
NYC TCTTAC,2025,3,March,Website,Views,Engagement,28.548387096774192,885.0,31
NYC TCTTAC,2025,4,April,Website,Active Users,Audience,17.625,423.0,24
NYC TCTTAC,2025,4,April,Website,Engaged Sessions,Engagement,6.666666666666667,160.0,24
NYC TCTTAC,2025,4,April,Website,Engagement Rate (%),Engagement,39.07625,937.83,24
NYC TCTTAC,2025,4,April,Website,Event Count,Engagement,425.2083333333333,10205.0,24
NYC TCTTAC,2025,4,April,Website,New Users,Audience,22.5,540.0,24
NYC TCTTAC,2025,4,April,Website,Sessions,Engagement,14.041666666666666,337.0,24
NYC TCTTAC,2025,4,April,Website,Top Page URL,Other,0.0,0.0,24
NYC TCTTAC,2025,4,April,Website,User Engagement Duration,Engagement,6140.166666666667,147364.0,24
NYC TCTTAC,2025,4,April,Website,Views,Engagement,319.0833333333333,7658.0,24
Parker Marketing,2025,1,January,Facebook Pages,Interactions,Engagement,0.0,0.0,7
Parker Marketing,2025,1,January,Facebook Pages,Likes,Engagement,0.0,0.0,7
Parker Marketing,2025,1,January,Facebook Pages,Page Impressions,Reach,0.0,0.0,7
Parker Marketing,2025,1,January,Facebook Pages,Page Views,Engagement,0.0,0.0,7
Parker Marketing,2025,1,January,Facebook Pages,Top Post Engagement,Other,0.0,0.0,7
Parker Marketing,2025,1,January,Instagram,Comments,Engagement,2.2,11.0,5
Parker Marketing,2025,1,January,Instagram,Engagement Rate,Engagement,2.048,10.24,5
Parker Marketing,2025,1,January,Instagram,Likes,Engagement,13.8,69.0,5
Parker Marketing,2025,1,January,Instagram,Media Reach,Reach,436.4,2182.0,5
Parker Marketing,2025,1,January,Instagram,Posts Count,Content,1.4,7.0,5
Parker Marketing,2025,1,January,Instagram,Saved,Engagement,1.2,6.0,5
Parker Marketing,2025,1,January,Instagram,Top Post Engagement,Other,14.0,70.0,5
Parker Marketing,2025,1,January,Instagram,Top Post Message,Other,0.0,0.0,4
Parker Marketing,2025,1,January,Instagram,Top Post URL,Other,0.0,0.0,5
Parker Marketing,2025,1,January,Instagram,Total Engagement,Engagement,16.0,80.0,5
Parker Marketing,2025,1,January,Instagram,Views,Engagement,506.8,2534.0,5
Parker Marketing,2025,1,January,Website,Active Users,Audience,34.75,278.0,8
Parker Marketing,2025,1,January,Website,Engaged Sessions,Engagement,7.75,62.0,8
Parker Marketing,2025,1,January,Website,Engagement Rate (%),Engagement,21.105,168.84,8
Parker Marketing,2025,1,January,Website,Event Count,Engagement,121.375,971.0,8
Parker Marketing,2025,1,January,Website,New Users,Audience,34.0,272.0,8
Parker Marketing,2025,1,January,Website,Sessions,Engagement,35.0,280.0,8
Parker Marketing,2025,1,January,Website,Top Page URL,Other,0.0,0.0,8
Parker Marketing,2025,1,January,Website,User Engagement Duration,Engagement,105.25,842.0,8
Parker Marketing,2025,1,January,Website,Views,Engagement,45.25,362.0,8
Parker Marketing,2025,2,February,Facebook Pages,Interactions,Engagement,0.0,0.0,28
Parker Marketing,2025,2,February,Facebook Pages,Likes,Engagement,0.0,0.0,28
Parker Marketing,2025,2,February,Facebook Pages,Page Impressions,Reach,0.0,0.0,28
Parker Marketing,2025,2,February,Facebook Pages,Page Views,Engagement,0.03571428571428571,1.0,28
Parker Marketing,2025,2,February,Facebook Pages,Top Post Engagement,Other,0.0,0.0,28
Parker Marketing,2025,2,February,Instagram,Comments,Engagement,1.125,18.0,16
Parker Marketing,2025,2,February,Instagram,Engagement Rate,Engagement,1.816875,29.07,16
Parker Marketing,2025,2,February,Instagram,Likes,Engagement,13.0625,209.0,16
Parker Marketing,2025,2,February,Instagram,Media Reach,Reach,218.625,3498.0,16
Parker Marketing,2025,2,February,Instagram,Posts Count,Content,1.3125,21.0,16
Parker Marketing,2025,2,February,Instagram,Saved,Engagement,0.9375,15.0,16
Parker Marketing,2025,2,February,Instagram,Top Post Engagement,Other,13.4375,215.0,16
Parker Marketing,2025,2,February,Instagram,Top Post Message,Other,0.0,0.0,13
Parker Marketing,2025,2,February,Instagram,Top Post URL,Other,0.0,0.0,16
Parker Marketing,2025,2,February,Instagram,Total Engagement,Engagement,14.1875,227.0,16
Parker Marketing,2025,2,February,Instagram,Views,Engagement,245.0,3920.0,16
Parker Marketing,2025,2,February,Website,Active Users,Audience,18.035714285714285,505.0,28
Parker Marketing,2025,2,February,Website,Engaged Sessions,Engagement,4.678571428571429,131.0,28
Parker Marketing,2025,2,February,Website,Engagement Rate (%),Engagement,24.77892857142857,693.81,28
Parker Marketing,2025,2,February,Website,Event Count,Engagement,71.96428571428571,2015.0,28
Parker Marketing,2025,2,February,Website,New Users,Audience,17.535714285714285,491.0,28
Parker Marketing,2025,2,February,Website,Sessions,Engagement,18.714285714285715,524.0,28
Parker Marketing,2025,2,February,Website,Top Page URL,Other,0.0,0.0,28
Parker Marketing,2025,2,February,Website,User Engagement Duration,Engagement,147.42857142857142,4128.0,28
Parker Marketing,2025,2,February,Website,Views,Engagement,26.642857142857142,746.0,28
Parker Marketing,2025,3,March,Facebook Pages,Comments,Engagement,0.0,0.0,1
Parker Marketing,2025,3,March,Facebook Pages,Interactions,Engagement,0.0,0.0,31
Parker Marketing,2025,3,March,Facebook Pages,Likes,Engagement,0.0,0.0,31
Parker Marketing,2025,3,March,Facebook Pages,Page Impressions,Reach,0.6451612903225806,20.0,31
Parker Marketing,2025,3,March,Facebook Pages,Page Views,Engagement,0.0967741935483871,3.0,31
Parker Marketing,2025,3,March,Facebook Pages,Post Likes (from feed),Engagement,0.0,0.0,1
Parker Marketing,2025,3,March,Facebook Pages,Shares,Engagement,0.0,0.0,1
Parker Marketing,2025,3,March,Facebook Pages,Top Post Engagement,Other,0.0,0.0,31
Parker Marketing,2025,3,March,Facebook Pages,Top Post URL,Other,0.0,0.0,1
Parker Marketing,2025,3,March,Facebook Pages,Total Posts,Content,2.0,2.0,1
Parker Marketing,2025,3,March,Instagram,Comments,Engagement,0.875,7.0,8
Parker Marketing,2025,3,March,Instagram,Engagement Rate,Engagement,1.7437500000000001,13.950000000000001,8
Parker Marketing,2025,3,March,Instagram,Likes,Engagement,12.75,102.0,8
Parker Marketing,2025,3,March,Instagram,Media Reach,Reach,158.75,1270.0,8
Parker Marketing,2025,3,March,Instagram,Posts Count,Content,1.0,8.0,8
Parker Marketing,2025,3,March,Instagram,Saved,Engagement,0.875,7.0,8
Parker Marketing,2025,3,March,Instagram,Top Post Engagement,Other,14.5,116.0,8
Parker Marketing,2025,3,March,Instagram,Top Post Message,Other,0.0,0.0,8
Parker Marketing,2025,3,March,Instagram,Top Post URL,Other,0.0,0.0,8
Parker Marketing,2025,3,March,Instagram,Total Engagement,Engagement,13.625,109.0,8
Parker Marketing,2025,3,March,Instagram,Views,Engagement,153.5,1228.0,8
Parker Marketing,2025,3,March,Website,Active Users,Audience,17.967741935483872,557.0,31
Parker Marketing,2025,3,March,Website,Engaged Sessions,Engagement,5.870967741935484,182.0,31
Parker Marketing,2025,3,March,Website,Engagement Rate (%),Engagement,31.243548387096773,968.55,31
Parker Marketing,2025,3,March,Website,Event Count,Engagement,77.35483870967742,2398.0,31
Parker Marketing,2025,3,March,Website,New Users,Audience,17.129032258064516,531.0,31
Parker Marketing,2025,3,March,Website,Sessions,Engagement,19.580645161290324,607.0,31
Parker Marketing,2025,3,March,Website,Top Page URL,Other,0.0,0.0,31
Parker Marketing,2025,3,March,Website,User Engagement Duration,Engagement,328.0967741935484,10171.0,31
Parker Marketing,2025,3,March,Website,Views,Engagement,28.677419354838708,889.0,31
Parker Marketing,2025,4,April,Facebook Pages,Interactions,Engagement,0.0,0.0,25
Parker Marketing,2025,4,April,Facebook Pages,Likes,Engagement,0.0,0.0,25
Parker Marketing,2025,4,April,Facebook Pages,Page Impressions,Reach,0.0,0.0,25
Parker Marketing,2025,4,April,Facebook Pages,Page Views,Engagement,0.0,0.0,25
Parker Marketing,2025,4,April,Facebook Pages,Top Post Engagement,Other,0.0,0.0,25
Parker Marketing,2025,4,April,Instagram,Comments,Engagement,3.3333333333333335,30.0,9
Parker Marketing,2025,4,April,Instagram,Engagement Rate,Engagement,2.631111111111111,23.68,9
Parker Marketing,2025,4,April,Instagram,Likes,Engagement,17.22222222222222,155.0,9
Parker Marketing,2025,4,April,Instagram,Media Reach,Reach,186.66666666666666,1680.0,9
Parker Marketing,2025,4,April,Instagram,Posts Count,Content,1.3333333333333333,12.0,9
Parker Marketing,2025,4,April,Instagram,Saved,Engagement,0.8888888888888888,8.0,9
Parker Marketing,2025,4,April,Instagram,Top Post Engagement,Other,18.77777777777778,169.0,9
Parker Marketing,2025,4,April,Instagram,Top Post Message,Other,0.0,0.0,8
Parker Marketing,2025,4,April,Instagram,Top Post URL,Other,0.0,0.0,9
Parker Marketing,2025,4,April,Instagram,Total Engagement,Engagement,20.555555555555557,185.0,9
Parker Marketing,2025,4,April,Instagram,Views,Engagement,187.66666666666666,1689.0,9
Parker Marketing,2025,4,April,Website,Active Users,Audience,10.083333333333334,242.0,24
Parker Marketing,2025,4,April,Website,Engaged Sessions,Engagement,2.75,66.0,24
Parker Marketing,2025,4,April,Website,Engagement Rate (%),Engagement,26.839166666666667,644.14,24
Parker Marketing,2025,4,April,Website,Event Count,Engagement,38.708333333333336,929.0,24
Parker Marketing,2025,4,April,Website,New Users,Audience,9.708333333333334,233.0,24
Parker Marketing,2025,4,April,Website,Sessions,Engagement,10.416666666666666,250.0,24
Parker Marketing,2025,4,April,Website,Top Page URL,Other,0.0,0.0,24
Parker Marketing,2025,4,April,Website,User Engagement Duration,Engagement,101.20833333333333,2429.0,24
Parker Marketing,2025,4,April,Website,Views,Engagement,13.75,330.0,24
Red Rock,2025,1,January,Facebook Pages,Comments,Engagement,0.0,0.0,2
Red Rock,2025,1,January,Facebook Pages,Interactions,Engagement,1.0,7.0,7
Red Rock,2025,1,January,Facebook Pages,Likes,Engagement,0.42857142857142855,3.0,7
Red Rock,2025,1,January,Facebook Pages,Page Impressions,Reach,10.428571428571429,73.0,7
Red Rock,2025,1,January,Facebook Pages,Page Views,Engagement,1.0,7.0,7
Red Rock,2025,1,January,Facebook Pages,Post Likes (from feed),Engagement,1.5,3.0,2
Red Rock,2025,1,January,Facebook Pages,Shares,Engagement,0.0,0.0,2
Red Rock,2025,1,January,Facebook Pages,Top Post Engagement,Other,0.42857142857142855,3.0,7
Red Rock,2025,1,January,Facebook Pages,Top Post Message,Other,0.0,0.0,2
Red Rock,2025,1,January,Facebook Pages,Top Post URL,Other,0.0,0.0,2
Red Rock,2025,1,January,Facebook Pages,Total Posts,Content,1.0,2.0,2
Red Rock,2025,1,January,Instagram,Comments,Engagement,0.0,0.0,2
Red Rock,2025,1,January,Instagram,Engagement Rate,Engagement,0.745,1.49,2
Red Rock,2025,1,January,Instagram,Likes,Engagement,3.5,7.0,2
Red Rock,2025,1,January,Instagram,Media Reach,Reach,40.5,81.0,2
Red Rock,2025,1,January,Instagram,Posts Count,Content,1.0,2.0,2
Red Rock,2025,1,January,Instagram,Saved,Engagement,0.0,0.0,2
Red Rock,2025,1,January,Instagram,Top Post Engagement,Other,3.5,7.0,2
Red Rock,2025,1,January,Instagram,Top Post Message,Other,0.0,0.0,2
Red Rock,2025,1,January,Instagram,Top Post URL,Other,0.0,0.0,2
Red Rock,2025,1,January,Instagram,Total Engagement,Engagement,3.5,7.0,2
Red Rock,2025,1,January,Instagram,Views,Engagement,0.0,0.0,2
Red Rock,2025,2,February,Facebook Pages,Comments,Engagement,0.125,1.0,8
Red Rock,2025,2,February,Facebook Pages,Interactions,Engagement,0.6785714285714286,19.0,28
Red Rock,2025,2,February,Facebook Pages,Likes,Engagement,0.39285714285714285,11.0,28
Red Rock,2025,2,February,Facebook Pages,Page Impressions,Reach,9.357142857142858,262.0,28
Red Rock,2025,2,February,Facebook Pages,Page Views,Engagement,0.7857142857142857,22.0,28
Red Rock,2025,2,February,Facebook Pages,Post Likes (from feed),Engagement,1.0,8.0,8
Red Rock,2025,2,February,Facebook Pages,Shares,Engagement,0.0,0.0,8
Red Rock,2025,2,February,Facebook Pages,Top Post Engagement,Other,0.32142857142857145,9.0,28
Red Rock,2025,2,February,Facebook Pages,Top Post Message,Other,0.0,0.0,7
Red Rock,2025,2,February,Facebook Pages,Top Post URL,Other,0.0,0.0,8
Red Rock,2025,2,February,Facebook Pages,Total Posts,Content,1.0,8.0,8
Red Rock,2025,2,February,Instagram,Comments,Engagement,0.0,0.0,8
Red Rock,2025,2,February,Instagram,Engagement Rate,Engagement,0.37,2.96,8
Red Rock,2025,2,February,Instagram,Likes,Engagement,1.75,14.0,8
Red Rock,2025,2,February,Instagram,Media Reach,Reach,29.5,236.0,8
Red Rock,2025,2,February,Instagram,Posts Count,Content,1.0,8.0,8
Red Rock,2025,2,February,Instagram,Saved,Engagement,0.0,0.0,8
Red Rock,2025,2,February,Instagram,Top Post Engagement,Other,1.75,14.0,8
Red Rock,2025,2,February,Instagram,Top Post Message,Other,0.0,0.0,7
Red Rock,2025,2,February,Instagram,Top Post URL,Other,0.0,0.0,8
Red Rock,2025,2,February,Instagram,Total Engagement,Engagement,1.75,14.0,8
Red Rock,2025,2,February,Instagram,Views,Engagement,6.5,52.0,8
Red Rock,2025,3,March,Facebook Pages,Comments,Engagement,0.0,0.0,8
Red Rock,2025,3,March,Facebook Pages,Interactions,Engagement,0.45161290322580644,14.0,31
Red Rock,2025,3,March,Facebook Pages,Likes,Engagement,0.3548387096774194,11.0,31
Red Rock,2025,3,March,Facebook Pages,Page Impressions,Reach,6.0,186.0,31
Red Rock,2025,3,March,Facebook Pages,Page Views,Engagement,1.4516129032258065,45.0,31
Red Rock,2025,3,March,Facebook Pages,Post Likes (from feed),Engagement,1.375,11.0,8
Red Rock,2025,3,March,Facebook Pages,Shares,Engagement,0.125,1.0,8
Red Rock,2025,3,March,Facebook Pages,Top Post Engagement,Other,0.3870967741935484,12.0,31
Red Rock,2025,3,March,Facebook Pages,Top Post Message,Other,0.0,0.0,4
Red Rock,2025,3,March,Facebook Pages,Top Post URL,Other,0.0,0.0,8
Red Rock,2025,3,March,Facebook Pages,Total Posts,Content,1.0,8.0,8
Red Rock,2025,3,March,Instagram,Comments,Engagement,0.25,2.0,8
Red Rock,2025,3,March,Instagram,Engagement Rate,Engagement,0.6912499999999999,5.529999999999999,8
Red Rock,2025,3,March,Instagram,Likes,Engagement,3.0,24.0,8
Red Rock,2025,3,March,Instagram,Media Reach,Reach,26.375,211.0,8
Red Rock,2025,3,March,Instagram,Posts Count,Content,1.0,8.0,8
Red Rock,2025,3,March,Instagram,Saved,Engagement,0.0,0.0,8
Red Rock,2025,3,March,Instagram,Top Post Engagement,Other,3.25,26.0,8
Red Rock,2025,3,March,Instagram,Top Post Message,Other,0.0,0.0,4
Red Rock,2025,3,March,Instagram,Top Post URL,Other,0.0,0.0,8
Red Rock,2025,3,March,Instagram,Total Engagement,Engagement,3.25,26.0,8
Red Rock,2025,3,March,Instagram,Views,Engagement,5.875,47.0,8
Red Rock,2025,4,April,Facebook Pages,Comments,Engagement,0.1111111111111111,1.0,9
Red Rock,2025,4,April,Facebook Pages,Interactions,Engagement,77.0,1925.0,25
Red Rock,2025,4,April,Facebook Pages,Likes,Engagement,2.6,65.0,25
Red Rock,2025,4,April,Facebook Pages,Page Impressions,Reach,2413.16,60329.0,25
Red Rock,2025,4,April,Facebook Pages,Page Views,Engagement,23.56,589.0,25
Red Rock,2025,4,April,Facebook Pages,Post Likes (from feed),Engagement,4.444444444444445,40.0,9
Red Rock,2025,4,April,Facebook Pages,Shares,Engagement,0.6666666666666666,6.0,9
Red Rock,2025,4,April,Facebook Pages,Top Post Engagement,Other,1.88,47.0,25
Red Rock,2025,4,April,Facebook Pages,Top Post Message,Other,0.0,0.0,7
Red Rock,2025,4,April,Facebook Pages,Top Post URL,Other,0.0,0.0,9
Red Rock,2025,4,April,Facebook Pages,Total Posts,Content,1.0,9.0,9
Red Rock,2025,4,April,Instagram,Comments,Engagement,0.0,0.0,8
Red Rock,2025,4,April,Instagram,Engagement Rate,Engagement,0.42625,3.41,8
Red Rock,2025,4,April,Instagram,Likes,Engagement,2.0,16.0,8
Red Rock,2025,4,April,Instagram,Media Reach,Reach,18.625,149.0,8
Red Rock,2025,4,April,Instagram,Posts Count,Content,1.0,8.0,8
Red Rock,2025,4,April,Instagram,Saved,Engagement,0.125,1.0,8
Red Rock,2025,4,April,Instagram,Top Post Engagement,Other,2.125,17.0,8
Red Rock,2025,4,April,Instagram,Top Post Message,Other,0.0,0.0,7
Red Rock,2025,4,April,Instagram,Top Post URL,Other,0.0,0.0,8
Red Rock,2025,4,April,Instagram,Total Engagement,Engagement,2.0,16.0,8
Red Rock,2025,4,April,Instagram,Views,Engagement,0.0,0.0,8
STEP Learning Collaborative,2025,1,January,Facebook Ads,Action_comment,Action,0.0,0.0,8
STEP Learning Collaborative,2025,1,January,Facebook Ads,Action_like,Action,0.0,0.0,8
STEP Learning Collaborative,2025,1,January,Facebook Ads,Action_link_click,Action,15.875,127.0,8
STEP Learning Collaborative,2025,1,January,Facebook Ads,Action_onsite_conversion.messaging_welcome_message_view,Action,0.0,0.0,8
STEP Learning Collaborative,2025,1,January,Facebook Ads,Action_page_engagement,Action,16.625,133.0,8
STEP Learning Collaborative,2025,1,January,Facebook Ads,Action_post,Action,0.0,0.0,8
STEP Learning Collaborative,2025,1,January,Facebook Ads,Action_post_engagement,Action,16.625,133.0,8
STEP Learning Collaborative,2025,1,January,Facebook Ads,Action_post_reaction,Action,0.0,0.0,8
STEP Learning Collaborative,2025,1,January,Facebook Ads,Action_rsvp,Action,0.0,0.0,8
STEP Learning Collaborative,2025,1,January,Facebook Ads,Action_video_view,Action,0.75,6.0,8
STEP Learning Collaborative,2025,1,January,Facebook Ads,Amount Spent,Cost,15.6125,124.9,8
STEP Learning Collaborative,2025,1,January,Facebook Ads,CPM,Cost,0.85571875,6.84575,8
STEP Learning Collaborative,2025,1,January,Facebook Ads,Clicks,Engagement,15.875,127.0,8
STEP Learning Collaborative,2025,1,January,Facebook Ads,Cost_like,Cost,0.0,0.0,8
STEP Learning Collaborative,2025,1,January,Facebook Ads,Cost_link_click,Cost,1.063545875,8.508367,8
STEP Learning Collaborative,2025,1,January,Facebook Ads,Cost_onsite_conversion.messaging_welcome_message_view,Cost,0.0,0.0,8
STEP Learning Collaborative,2025,1,January,Facebook Ads,Cost_page_engagement,Cost,1.005994875,8.047959,8
STEP Learning Collaborative,2025,1,January,Facebook Ads,Cost_post_engagement,Cost,1.005994875,8.047959,8
STEP Learning Collaborative,2025,1,January,Facebook Ads,Cost_rsvp,Cost,0.0,0.0,8
STEP Learning Collaborative,2025,1,January,Facebook Ads,Cost_video_view,Cost,8.62375,68.99,8
STEP Learning Collaborative,2025,1,January,Facebook Ads,Frequency,Reach,1.18830775,9.506462,8
STEP Learning Collaborative,2025,1,January,Facebook Ads,Impressions,Reach,18275.625,146205.0,8
STEP Learning Collaborative,2025,1,January,Facebook Ads,Link Clicks,Engagement,15.875,127.0,8
STEP Learning Collaborative,2025,1,January,Facebook Ads,Reach,Reach,15358.75,122870.0,8
STEP Learning Collaborative,2025,1,January,Facebook Pages,Comments,Engagement,0.0,0.0,3
STEP Learning Collaborative,2025,1,January,Facebook Pages,Interactions,Engagement,44.57142857142857,312.0,7
STEP Learning Collaborative,2025,1,January,Facebook Pages,Likes,Engagement,2.142857142857143,15.0,7
STEP Learning Collaborative,2025,1,January,Facebook Pages,Page Impressions,Reach,20952.571428571428,146668.0,7
STEP Learning Collaborative,2025,1,January,Facebook Pages,Page Views,Engagement,5.571428571428571,39.0,7
STEP Learning Collaborative,2025,1,January,Facebook Pages,Post Likes (from feed),Engagement,2.6666666666666665,8.0,3
STEP Learning Collaborative,2025,1,January,Facebook Pages,Shares,Engagement,0.6666666666666666,2.0,3
STEP Learning Collaborative,2025,1,January,Facebook Pages,Top Post Engagement,Other,1.25,10.0,8
STEP Learning Collaborative,2025,1,January,Facebook Pages,Top Post Message,Other,0.0,0.0,3
STEP Learning Collaborative,2025,1,January,Facebook Pages,Top Post URL,Other,0.0,0.0,3
STEP Learning Collaborative,2025,1,January,Facebook Pages,Total Posts,Content,1.0,3.0,3
STEP Learning Collaborative,2025,1,January,Instagram,Comments,Engagement,0.0,0.0,3
STEP Learning Collaborative,2025,1,January,Instagram,Engagement Rate,Engagement,2.1133333333333333,6.34,3
STEP Learning Collaborative,2025,1,January,Instagram,Likes,Engagement,5.666666666666667,17.0,3
STEP Learning Collaborative,2025,1,January,Instagram,Media Reach,Reach,36.666666666666664,110.0,3
STEP Learning Collaborative,2025,1,January,Instagram,Posts Count,Content,1.0,3.0,3
STEP Learning Collaborative,2025,1,January,Instagram,Saved,Engagement,0.0,0.0,3
STEP Learning Collaborative,2025,1,January,Instagram,Top Post Engagement,Other,5.666666666666667,17.0,3
STEP Learning Collaborative,2025,1,January,Instagram,Top Post Message,Other,0.0,0.0,3
STEP Learning Collaborative,2025,1,January,Instagram,Top Post URL,Other,0.0,0.0,3
STEP Learning Collaborative,2025,1,January,Instagram,Total Engagement,Engagement,5.666666666666667,17.0,3
STEP Learning Collaborative,2025,1,January,Instagram,Views,Engagement,0.0,0.0,3
