Client_Name,year,month,month_name,platform_name,metric_name,metric_category,avg_value,sum_value,count_value
STEP Learning Collaborative,2025,1,January,Website,Active Users,Audience,71.25,570.0,8
STEP Learning Collaborative,2025,1,January,Website,Engaged Sessions,Engagement,32.5,260.0,8
STEP Learning Collaborative,2025,1,January,Website,Engagement Rate (%),Engagement,42.16375,337.31,8
STEP Learning Collaborative,2025,1,January,Website,Event Count,Engagement,301.125,2409.0,8
STEP Learning Collaborative,2025,1,January,Website,New Users,Audience,67.25,538.0,8
STEP Learning Collaborative,2025,1,January,Website,Sessions,Engagement,77.375,619.0,8
STEP Learning Collaborative,2025,1,January,Website,Top Page URL,Other,0.0,0.0,8
STEP Learning Collaborative,2025,1,January,Website,User Engagement Duration,Engagement,1823.0,14584.0,8
STEP Learning Collaborative,2025,1,January,Website,Views,Engagement,100.25,802.0,8
STEP Learning Collaborative,2025,2,February,Facebook Ads,Action_comment,Action,0.0,0.0,24
STEP Learning Collaborative,2025,2,February,Facebook Ads,Action_like,Action,0.0,0.0,24
STEP Learning Collaborative,2025,2,February,Facebook Ads,Action_link_click,Action,30.916666666666668,742.0,24
STEP Learning Collaborative,2025,2,February,Facebook Ads,Action_onsite_conversion.messaging_welcome_message_view,Action,0.0,0.0,24
STEP Learning Collaborative,2025,2,February,Facebook Ads,Action_page_engagement,Action,42.416666666666664,1018.0,24
STEP Learning Collaborative,2025,2,February,Facebook Ads,Action_post,Action,0.0,0.0,24
STEP Learning Collaborative,2025,2,February,Facebook Ads,Action_post_engagement,Action,42.416666666666664,1018.0,24
STEP Learning Collaborative,2025,2,February,Facebook Ads,Action_post_reaction,Action,0.041666666666666664,1.0,24
STEP Learning Collaborative,2025,2,February,Facebook Ads,Action_rsvp,Action,0.0,0.0,24
STEP Learning Collaborative,2025,2,February,Facebook Ads,Action_video_view,Action,11.458333333333334,275.0,24
STEP Learning Collaborative,2025,2,February,Facebook Ads,Amount Spent,Cost,39.57958333333333,949.91,24
STEP Learning Collaborative,2025,2,February,Facebook Ads,CPM,Cost,1.004930375,24.118329,24
STEP Learning Collaborative,2025,2,February,Facebook Ads,Clicks,Engagement,31.0,744.0,24
STEP Learning Collaborative,2025,2,February,Facebook Ads,Cost_like,Cost,0.0,0.0,24
STEP Learning Collaborative,2025,2,February,Facebook Ads,Cost_link_click,Cost,1.3549145833333334,32.51795,24
STEP Learning Collaborative,2025,2,February,Facebook Ads,Cost_onsite_conversion.messaging_welcome_message_view,Cost,0.0,0.0,24
STEP Learning Collaborative,2025,2,February,Facebook Ads,Cost_page_engagement,Cost,0.980508375,23.532201,24
STEP Learning Collaborative,2025,2,February,Facebook Ads,Cost_post_engagement,Cost,0.980508375,23.532201,24
STEP Learning Collaborative,2025,2,February,Facebook Ads,Cost_rsvp,Cost,0.0,0.0,24
STEP Learning Collaborative,2025,2,February,Facebook Ads,Cost_video_view,Cost,5.719545875000001,137.269101,24
STEP Learning Collaborative,2025,2,February,Facebook Ads,Frequency,Reach,1.1923845416666667,28.617229000000002,24
STEP Learning Collaborative,2025,2,February,Facebook Ads,Impressions,Reach,39542.125,949011.0,24
STEP Learning Collaborative,2025,2,February,Facebook Ads,Link Clicks,Engagement,30.916666666666668,742.0,24
STEP Learning Collaborative,2025,2,February,Facebook Ads,Reach,Reach,33148.791666666664,795571.0,24
STEP Learning Collaborative,2025,2,February,Facebook Pages,Comments,Engagement,0.0,0.0,16
STEP Learning Collaborative,2025,2,February,Facebook Pages,Interactions,Engagement,41.42857142857143,1160.0,28
STEP Learning Collaborative,2025,2,February,Facebook Pages,Likes,Engagement,1.75,49.0,28
STEP Learning Collaborative,2025,2,February,Facebook Pages,Page Impressions,Reach,35638.53571428572,997879.0,28
STEP Learning Collaborative,2025,2,February,Facebook Pages,Page Views,Engagement,6.821428571428571,191.0,28
STEP Learning Collaborative,2025,2,February,Facebook Pages,Post Likes (from feed),Engagement,2.5625,41.0,16
STEP Learning Collaborative,2025,2,February,Facebook Pages,Shares,Engagement,0.0625,1.0,16
STEP Learning Collaborative,2025,2,February,Facebook Pages,Top Post Engagement,Other,1.4642857142857142,41.0,28
STEP Learning Collaborative,2025,2,February,Facebook Pages,Top Post Message,Other,0.0,0.0,15
STEP Learning Collaborative,2025,2,February,Facebook Pages,Top Post URL,Other,0.0,0.0,16
STEP Learning Collaborative,2025,2,February,Facebook Pages,Total Posts,Content,1.0625,17.0,16
STEP Learning Collaborative,2025,2,February,Instagram,Comments,Engagement,3.0625,49.0,16
STEP Learning Collaborative,2025,2,February,Instagram,Engagement Rate,Engagement,10.214375,163.43,16
STEP Learning Collaborative,2025,2,February,Instagram,Likes,Engagement,24.3125,389.0,16
STEP Learning Collaborative,2025,2,February,Instagram,Media Reach,Reach,343.1875,5491.0,16
STEP Learning Collaborative,2025,2,February,Instagram,Posts Count,Content,1.0625,17.0,16
STEP Learning Collaborative,2025,2,February,Instagram,Saved,Engagement,3.5625,57.0,16
STEP Learning Collaborative,2025,2,February,Instagram,Top Post Engagement,Other,30.8125,493.0,16
STEP Learning Collaborative,2025,2,February,Instagram,Top Post Message,Other,0.0,0.0,15
STEP Learning Collaborative,2025,2,February,Instagram,Top Post URL,Other,0.0,0.0,16
STEP Learning Collaborative,2025,2,February,Instagram,Total Engagement,Engagement,27.375,438.0,16
STEP Learning Collaborative,2025,2,February,Instagram,Views,Engagement,501.9375,8031.0,16
STEP Learning Collaborative,2025,2,February,Website,Active Users,Audience,91.03571428571429,2549.0,28
STEP Learning Collaborative,2025,2,February,Website,Engaged Sessions,Engagement,40.42857142857143,1132.0,28
STEP Learning Collaborative,2025,2,February,Website,Engagement Rate (%),Engagement,39.907500000000006,1117.41,28
STEP Learning Collaborative,2025,2,February,Website,Event Count,Engagement,382.89285714285717,10721.0,28
STEP Learning Collaborative,2025,2,February,Website,New Users,Audience,86.89285714285714,2433.0,28
STEP Learning Collaborative,2025,2,February,Website,Sessions,Engagement,99.92857142857143,2798.0,28
STEP Learning Collaborative,2025,2,February,Website,Top Page URL,Other,0.0,0.0,28
STEP Learning Collaborative,2025,2,February,Website,User Engagement Duration,Engagement,1925.5357142857142,53915.0,28
STEP Learning Collaborative,2025,2,February,Website,Views,Engagement,127.85714285714286,3580.0,28
STEP Learning Collaborative,2025,3,March,Facebook Pages,Comments,Engagement,1.2,12.0,10
STEP Learning Collaborative,2025,3,March,Facebook Pages,Interactions,Engagement,30.806451612903224,955.0,31
STEP Learning Collaborative,2025,3,March,Facebook Pages,Likes,Engagement,1.5483870967741935,48.0,31
STEP Learning Collaborative,2025,3,March,Facebook Pages,Page Impressions,Reach,31396.935483870966,973305.0,31
STEP Learning Collaborative,2025,3,March,Facebook Pages,Page Views,Engagement,3.7096774193548385,115.0,31
STEP Learning Collaborative,2025,3,March,Facebook Pages,Post Likes (from feed),Engagement,3.3,33.0,10
STEP Learning Collaborative,2025,3,March,Facebook Pages,Shares,Engagement,0.1,1.0,10
STEP Learning Collaborative,2025,3,March,Facebook Pages,Top Post Engagement,Other,1.4838709677419355,46.0,31
STEP Learning Collaborative,2025,3,March,Facebook Pages,Top Post Message,Other,0.0,0.0,7
STEP Learning Collaborative,2025,3,March,Facebook Pages,Top Post URL,Other,0.0,0.0,10
STEP Learning Collaborative,2025,3,March,Facebook Pages,Total Posts,Content,1.1,11.0,10
STEP Learning Collaborative,2025,3,March,Instagram,Comments,Engagement,0.0,0.0,10
STEP Learning Collaborative,2025,3,March,Instagram,Engagement Rate,Engagement,1.5290000000000001,15.290000000000001,10
STEP Learning Collaborative,2025,3,March,Instagram,Likes,Engagement,4.1,41.0,10
STEP Learning Collaborative,2025,3,March,Instagram,Media Reach,Reach,79.9,799.0,10
STEP Learning Collaborative,2025,3,March,Instagram,Posts Count,Content,1.2,12.0,10
STEP Learning Collaborative,2025,3,March,Instagram,Saved,Engagement,0.0,0.0,10
STEP Learning Collaborative,2025,3,March,Instagram,Top Post Engagement,Other,3.9,39.0,10
STEP Learning Collaborative,2025,3,March,Instagram,Top Post Message,Other,0.0,0.0,7
STEP Learning Collaborative,2025,3,March,Instagram,Top Post URL,Other,0.0,0.0,10
STEP Learning Collaborative,2025,3,March,Instagram,Total Engagement,Engagement,4.1,41.0,10
STEP Learning Collaborative,2025,3,March,Instagram,Views,Engagement,54.2,542.0,10
STEP Learning Collaborative,2025,3,March,Website,Active Users,Audience,91.58064516129032,2839.0,31
STEP Learning Collaborative,2025,3,March,Website,Engaged Sessions,Engagement,45.74193548387097,1418.0,31
STEP Learning Collaborative,2025,3,March,Website,Engagement Rate (%),Engagement,44.552258064516124,1381.12,31
STEP Learning Collaborative,2025,3,March,Website,Event Count,Engagement,394.64516129032256,12234.0,31
STEP Learning Collaborative,2025,3,March,Website,New Users,Audience,87.19354838709677,2703.0,31
STEP Learning Collaborative,2025,3,March,Website,Sessions,Engagement,101.2258064516129,3138.0,31
STEP Learning Collaborative,2025,3,March,Website,Top Page URL,Other,0.0,0.0,31
STEP Learning Collaborative,2025,3,March,Website,User Engagement Duration,Engagement,2659.6451612903224,82449.0,31
STEP Learning Collaborative,2025,3,March,Website,Views,Engagement,129.16129032258064,4004.0,31
STEP Learning Collaborative,2025,4,April,Facebook Pages,Comments,Engagement,0.0,0.0,6
STEP Learning Collaborative,2025,4,April,Facebook Pages,Interactions,Engagement,0.84,21.0,25
STEP Learning Collaborative,2025,4,April,Facebook Pages,Likes,Engagement,0.44,11.0,25
STEP Learning Collaborative,2025,4,April,Facebook Pages,Page Impressions,Reach,280.16,7004.0,25
STEP Learning Collaborative,2025,4,April,Facebook Pages,Page Views,Engagement,2.8,70.0,25
STEP Learning Collaborative,2025,4,April,Facebook Pages,Post Likes (from feed),Engagement,1.6666666666666667,10.0,6
STEP Learning Collaborative,2025,4,April,Facebook Pages,Shares,Engagement,0.16666666666666666,1.0,6
STEP Learning Collaborative,2025,4,April,Facebook Pages,Top Post Engagement,Other,0.44,11.0,25
STEP Learning Collaborative,2025,4,April,Facebook Pages,Top Post Message,Other,0.0,0.0,5
STEP Learning Collaborative,2025,4,April,Facebook Pages,Top Post URL,Other,0.0,0.0,6
STEP Learning Collaborative,2025,4,April,Facebook Pages,Total Posts,Content,1.0,6.0,6
STEP Learning Collaborative,2025,4,April,Instagram,Comments,Engagement,0.0,0.0,6
STEP Learning Collaborative,2025,4,April,Instagram,Engagement Rate,Engagement,0.9333333333333332,5.6,6
STEP Learning Collaborative,2025,4,April,Instagram,Likes,Engagement,2.5,15.0,6
STEP Learning Collaborative,2025,4,April,Instagram,Media Reach,Reach,56.833333333333336,341.0,6
STEP Learning Collaborative,2025,4,April,Instagram,Posts Count,Content,1.0,6.0,6
STEP Learning Collaborative,2025,4,April,Instagram,Saved,Engagement,0.0,0.0,6
STEP Learning Collaborative,2025,4,April,Instagram,Top Post Engagement,Other,2.5,15.0,6
STEP Learning Collaborative,2025,4,April,Instagram,Top Post Message,Other,0.0,0.0,5
STEP Learning Collaborative,2025,4,April,Instagram,Top Post URL,Other,0.0,0.0,6
STEP Learning Collaborative,2025,4,April,Instagram,Total Engagement,Engagement,2.5,15.0,6
STEP Learning Collaborative,2025,4,April,Instagram,Views,Engagement,43.166666666666664,259.0,6
STEP Learning Collaborative,2025,4,April,Website,Active Users,Audience,54.416666666666664,1306.0,24
STEP Learning Collaborative,2025,4,April,Website,Engaged Sessions,Engagement,35.208333333333336,845.0,24
STEP Learning Collaborative,2025,4,April,Website,Engagement Rate (%),Engagement,54.01916666666667,1296.46,24
STEP Learning Collaborative,2025,4,April,Website,Event Count,Engagement,249.16666666666666,5980.0,24
STEP Learning Collaborative,2025,4,April,Website,New Users,Audience,51.041666666666664,1225.0,24
STEP Learning Collaborative,2025,4,April,Website,Sessions,Engagement,66.5,1596.0,24
STEP Learning Collaborative,2025,4,April,Website,Top Page URL,Other,0.0,0.0,24
STEP Learning Collaborative,2025,4,April,Website,User Engagement Duration,Engagement,1353.7916666666667,32491.0,24
STEP Learning Collaborative,2025,4,April,Website,Views,Engagement,81.08333333333333,1946.0,24
Sunny Dublick Marketing,2025,1,January,Facebook Pages,Interactions,Engagement,0.0,0.0,7
Sunny Dublick Marketing,2025,1,January,Facebook Pages,Likes,Engagement,0.0,0.0,7
Sunny Dublick Marketing,2025,1,January,Facebook Pages,Page Impressions,Reach,0.42857142857142855,3.0,7
Sunny Dublick Marketing,2025,1,January,Facebook Pages,Page Views,Engagement,0.0,0.0,7
Sunny Dublick Marketing,2025,1,January,Facebook Pages,Top Post Engagement,Other,0.0,0.0,7
Sunny Dublick Marketing,2025,2,February,Facebook Pages,Interactions,Engagement,0.0,0.0,28
Sunny Dublick Marketing,2025,2,February,Facebook Pages,Likes,Engagement,0.0,0.0,28
Sunny Dublick Marketing,2025,2,February,Facebook Pages,Page Impressions,Reach,0.25,7.0,28
Sunny Dublick Marketing,2025,2,February,Facebook Pages,Page Views,Engagement,0.21428571428571427,6.0,28
Sunny Dublick Marketing,2025,2,February,Facebook Pages,Top Post Engagement,Other,0.0,0.0,28
Sunny Dublick Marketing,2025,3,March,Facebook Pages,Interactions,Engagement,0.0,0.0,31
Sunny Dublick Marketing,2025,3,March,Facebook Pages,Likes,Engagement,0.0,0.0,31
Sunny Dublick Marketing,2025,3,March,Facebook Pages,Page Impressions,Reach,0.3225806451612903,10.0,31
Sunny Dublick Marketing,2025,3,March,Facebook Pages,Page Views,Engagement,1.6451612903225807,51.0,31
Sunny Dublick Marketing,2025,3,March,Facebook Pages,Top Post Engagement,Other,0.0,0.0,31
Sunny Dublick Marketing,2025,4,April,Facebook Pages,Interactions,Engagement,0.0,0.0,25
Sunny Dublick Marketing,2025,4,April,Facebook Pages,Likes,Engagement,0.0,0.0,25
Sunny Dublick Marketing,2025,4,April,Facebook Pages,Page Impressions,Reach,0.36,9.0,25
Sunny Dublick Marketing,2025,4,April,Facebook Pages,Page Views,Engagement,0.36,9.0,25
Sunny Dublick Marketing,2025,4,April,Facebook Pages,Top Post Engagement,Other,0.0,0.0,25
The Barbell Saves Project,2025,1,January,Facebook Pages,Comments,Engagement,0.0,0.0,3
The Barbell Saves Project,2025,1,January,Facebook Pages,Interactions,Engagement,5.0,35.0,7
The Barbell Saves Project,2025,1,January,Facebook Pages,Likes,Engagement,1.2857142857142858,9.0,7
The Barbell Saves Project,2025,1,January,Facebook Pages,Page Impressions,Reach,260.0,1820.0,7
The Barbell Saves Project,2025,1,January,Facebook Pages,Page Views,Engagement,9.142857142857142,64.0,7
The Barbell Saves Project,2025,1,January,Facebook Pages,Post Likes (from feed),Engagement,5.333333333333333,16.0,3
The Barbell Saves Project,2025,1,January,Facebook Pages,Shares,Engagement,0.3333333333333333,1.0,3
The Barbell Saves Project,2025,1,January,Facebook Pages,Top Post Engagement,Other,2.4285714285714284,17.0,7
The Barbell Saves Project,2025,1,January,Facebook Pages,Top Post Message,Other,0.0,0.0,3
The Barbell Saves Project,2025,1,January,Facebook Pages,Top Post URL,Other,0.0,0.0,3
The Barbell Saves Project,2025,1,January,Facebook Pages,Total Posts,Content,1.0,3.0,3
The Barbell Saves Project,2025,1,January,Instagram,Comments,Engagement,1.0,5.0,5
The Barbell Saves Project,2025,1,January,Instagram,Engagement Rate,Engagement,1.166,5.83,5
The Barbell Saves Project,2025,1,January,Instagram,Likes,Engagement,30.6,153.0,5
The Barbell Saves Project,2025,1,January,Instagram,Media Reach,Reach,430.2,2151.0,5
The Barbell Saves Project,2025,1,January,Instagram,Posts Count,Content,1.2,6.0,5
The Barbell Saves Project,2025,1,January,Instagram,Saved,Engagement,0.4,2.0,5
The Barbell Saves Project,2025,1,January,Instagram,Top Post Engagement,Other,28.2,141.0,5
The Barbell Saves Project,2025,1,January,Instagram,Top Post Message,Other,0.0,0.0,3
The Barbell Saves Project,2025,1,January,Instagram,Top Post URL,Other,0.0,0.0,5
The Barbell Saves Project,2025,1,January,Instagram,Total Engagement,Engagement,31.6,158.0,5
The Barbell Saves Project,2025,1,January,Instagram,Views,Engagement,338.8,1694.0,5
The Barbell Saves Project,2025,2,February,Facebook Pages,Comments,Engagement,0.6,3.0,5
The Barbell Saves Project,2025,2,February,Facebook Pages,Interactions,Engagement,12.571428571428571,352.0,28
The Barbell Saves Project,2025,2,February,Facebook Pages,Likes,Engagement,1.8214285714285714,51.0,28
The Barbell Saves Project,2025,2,February,Facebook Pages,Page Impressions,Reach,291.4642857142857,8161.0,28
The Barbell Saves Project,2025,2,February,Facebook Pages,Page Views,Engagement,16.892857142857142,473.0,28
The Barbell Saves Project,2025,2,February,Facebook Pages,Post Likes (from feed),Engagement,9.2,46.0,5
The Barbell Saves Project,2025,2,February,Facebook Pages,Shares,Engagement,0.0,0.0,5
The Barbell Saves Project,2025,2,February,Facebook Pages,Top Post Engagement,Other,1.5,42.0,28
The Barbell Saves Project,2025,2,February,Facebook Pages,Top Post Message,Other,0.0,0.0,5
The Barbell Saves Project,2025,2,February,Facebook Pages,Top Post URL,Other,0.0,0.0,5
The Barbell Saves Project,2025,2,February,Facebook Pages,Total Posts,Content,1.2,6.0,5
The Barbell Saves Project,2025,2,February,Instagram,Comments,Engagement,2.4615384615384617,32.0,13
The Barbell Saves Project,2025,2,February,Instagram,Engagement Rate,Engagement,2.33,30.29,13
The Barbell Saves Project,2025,2,February,Instagram,Likes,Engagement,60.61538461538461,788.0,13
The Barbell Saves Project,2025,2,February,Instagram,Media Reach,Reach,925.9230769230769,12037.0,13
The Barbell Saves Project,2025,2,February,Instagram,Posts Count,Content,1.7692307692307692,23.0,13
The Barbell Saves Project,2025,2,February,Instagram,Saved,Engagement,0.3076923076923077,4.0,13
The Barbell Saves Project,2025,2,February,Instagram,Top Post Engagement,Other,48.76923076923077,634.0,13
The Barbell Saves Project,2025,2,February,Instagram,Top Post Message,Other,0.0,0.0,9
The Barbell Saves Project,2025,2,February,Instagram,Top Post URL,Other,2.0,26.0,13
The Barbell Saves Project,2025,2,February,Instagram,Total Engagement,Engagement,63.07692307692308,820.0,13
The Barbell Saves Project,2025,2,February,Instagram,Views,Engagement,1246.2307692307693,16201.0,13
The Barbell Saves Project,2025,3,March,Facebook Pages,Comments,Engagement,0.9,9.0,10
The Barbell Saves Project,2025,3,March,Facebook Pages,Interactions,Engagement,42.516129032258064,1318.0,31
The Barbell Saves Project,2025,3,March,Facebook Pages,Likes,Engagement,5.451612903225806,169.0,31
The Barbell Saves Project,2025,3,March,Facebook Pages,Page Impressions,Reach,616.1612903225806,19101.0,31
The Barbell Saves Project,2025,3,March,Facebook Pages,Page Views,Engagement,21.838709677419356,677.0,31
The Barbell Saves Project,2025,3,March,Facebook Pages,Post Likes (from feed),Engagement,13.0,130.0,10
The Barbell Saves Project,2025,3,March,Facebook Pages,Shares,Engagement,1.0,10.0,10
The Barbell Saves Project,2025,3,March,Facebook Pages,Top Post Engagement,Other,3.774193548387097,117.0,31
The Barbell Saves Project,2025,3,March,Facebook Pages,Top Post Message,Other,0.0,0.0,9
The Barbell Saves Project,2025,3,March,Facebook Pages,Top Post URL,Other,0.0,0.0,10
The Barbell Saves Project,2025,3,March,Facebook Pages,Total Posts,Content,1.6,16.0,10
The Barbell Saves Project,2025,3,March,Instagram,Comments,Engagement,10.928571428571429,153.0,14
The Barbell Saves Project,2025,3,March,Instagram,Engagement Rate,Engagement,4.695714285714286,65.74,14
The Barbell Saves Project,2025,3,March,Instagram,Likes,Engagement,115.85714285714286,1622.0,14
The Barbell Saves Project,2025,3,March,Instagram,Media Reach,Reach,1723.5714285714287,24130.0,14
The Barbell Saves Project,2025,3,March,Instagram,Posts Count,Content,1.7142857142857142,24.0,14
The Barbell Saves Project,2025,3,March,Instagram,Saved,Engagement,1.6428571428571428,23.0,14
The Barbell Saves Project,2025,3,March,Instagram,Top Post Engagement,Other,93.28571428571429,1306.0,14
The Barbell Saves Project,2025,3,March,Instagram,Top Post Message,Other,0.0,0.0,12
The Barbell Saves Project,2025,3,March,Instagram,Top Post URL,Other,17.142857142857142,240.0,14
The Barbell Saves Project,2025,3,March,Instagram,Total Engagement,Engagement,127.14734950584008,1780.062893081761,14
The Barbell Saves Project,2025,3,March,Instagram,Views,Engagement,1706.4285714285713,23890.0,14
The Barbell Saves Project,2025,4,April,Facebook Pages,Comments,Engagement,0.2,2.0,10
The Barbell Saves Project,2025,4,April,Facebook Pages,Interactions,Engagement,12.16,304.0,25
The Barbell Saves Project,2025,4,April,Facebook Pages,Likes,Engagement,2.76,69.0,25
The Barbell Saves Project,2025,4,April,Facebook Pages,Page Impressions,Reach,492.04,12301.0,25
The Barbell Saves Project,2025,4,April,Facebook Pages,Page Views,Engagement,16.24,406.0,25
The Barbell Saves Project,2025,4,April,Facebook Pages,Post Likes (from feed),Engagement,5.9,59.0,10
The Barbell Saves Project,2025,4,April,Facebook Pages,Shares,Engagement,0.4,4.0,10
The Barbell Saves Project,2025,4,April,Facebook Pages,Top Post Engagement,Other,2.4,60.0,25
The Barbell Saves Project,2025,4,April,Facebook Pages,Top Post Message,Other,0.0,0.0,9
The Barbell Saves Project,2025,4,April,Facebook Pages,Top Post URL,Other,0.0,0.0,10
The Barbell Saves Project,2025,4,April,Facebook Pages,Total Posts,Content,1.4,14.0,10
The Barbell Saves Project,2025,4,April,Instagram,Comments,Engagement,1.125,18.0,16
The Barbell Saves Project,2025,4,April,Instagram,Engagement Rate,Engagement,1.618125,25.89,16
The Barbell Saves Project,2025,4,April,Instagram,Likes,Engagement,42.6875,683.0,16
The Barbell Saves Project,2025,4,April,Instagram,Media Reach,Reach,617.0,9872.0,16
The Barbell Saves Project,2025,4,April,Instagram,Posts Count,Content,1.25,20.0,16
The Barbell Saves Project,2025,4,April,Instagram,Saved,Engagement,0.3125,5.0,16
The Barbell Saves Project,2025,4,April,Instagram,Top Post Engagement,Other,38.5,616.0,16
The Barbell Saves Project,2025,4,April,Instagram,Top Post Message,Other,0.0,0.0,12
The Barbell Saves Project,2025,4,April,Instagram,Top Post URL,Other,0.0,0.0,16
The Barbell Saves Project,2025,4,April,Instagram,Total Engagement,Engagement,43.8125,701.0,16
The Barbell Saves Project,2025,4,April,Instagram,Views,Engagement,362.5625,5801.0,16
The Fempire Co.,2025,1,January,Facebook Pages,Interactions,Engagement,0.0,0.0,7
The Fempire Co.,2025,1,January,Facebook Pages,Likes,Engagement,0.0,0.0,7
The Fempire Co.,2025,1,January,Facebook Pages,Page Impressions,Reach,0.0,0.0,7
The Fempire Co.,2025,1,January,Facebook Pages,Page Views,Engagement,0.0,0.0,7
The Fempire Co.,2025,1,January,Facebook Pages,Top Post Engagement,Other,0.0,0.0,7
The Fempire Co.,2025,2,February,Facebook Pages,Interactions,Engagement,0.0,0.0,28
The Fempire Co.,2025,2,February,Facebook Pages,Likes,Engagement,0.0,0.0,28
The Fempire Co.,2025,2,February,Facebook Pages,Page Impressions,Reach,0.0,0.0,28
The Fempire Co.,2025,2,February,Facebook Pages,Page Views,Engagement,0.0,0.0,28
The Fempire Co.,2025,2,February,Facebook Pages,Top Post Engagement,Other,0.0,0.0,28
The Fempire Co.,2025,3,March,Facebook Pages,Interactions,Engagement,0.0,0.0,31
The Fempire Co.,2025,3,March,Facebook Pages,Likes,Engagement,0.0,0.0,31
The Fempire Co.,2025,3,March,Facebook Pages,Page Impressions,Reach,0.0,0.0,31
The Fempire Co.,2025,3,March,Facebook Pages,Page Views,Engagement,0.0,0.0,31
The Fempire Co.,2025,3,March,Facebook Pages,Top Post Engagement,Other,0.0,0.0,31
The Fempire Co.,2025,4,April,Facebook Pages,Interactions,Engagement,0.0,0.0,25
The Fempire Co.,2025,4,April,Facebook Pages,Likes,Engagement,0.0,0.0,25
The Fempire Co.,2025,4,April,Facebook Pages,Page Impressions,Reach,0.0,0.0,25
The Fempire Co.,2025,4,April,Facebook Pages,Page Views,Engagement,0.0,0.0,25
The Fempire Co.,2025,4,April,Facebook Pages,Top Post Engagement,Other,0.0,0.0,25
appropriate standardized name,2025,2,February,Facebook Ads,Action_comment,Action,0.0,0.0,7
appropriate standardized name,2025,2,February,Facebook Ads,Action_like,Action,0.0,0.0,7
appropriate standardized name,2025,2,February,Facebook Ads,Action_link_click,Action,0.5714285714285714,4.0,7
appropriate standardized name,2025,2,February,Facebook Ads,Action_onsite_conversion.messaging_welcome_message_view,Action,0.0,0.0,7
appropriate standardized name,2025,2,February,Facebook Ads,Action_page_engagement,Action,0.7142857142857143,5.0,7
appropriate standardized name,2025,2,February,Facebook Ads,Action_post,Action,0.0,0.0,7
appropriate standardized name,2025,2,February,Facebook Ads,Action_post_engagement,Action,0.7142857142857143,5.0,7
appropriate standardized name,2025,2,February,Facebook Ads,Action_post_reaction,Action,0.14285714285714285,1.0,7
appropriate standardized name,2025,2,February,Facebook Ads,Action_rsvp,Action,0.8571428571428571,6.0,7
appropriate standardized name,2025,2,February,Facebook Ads,Action_video_view,Action,0.0,0.0,7
appropriate standardized name,2025,2,February,Facebook Ads,Amount Spent,Cost,1.9942857142857142,13.959999999999999,7
appropriate standardized name,2025,2,February,Facebook Ads,CPM,Cost,5.550985142857143,38.856896,7
appropriate standardized name,2025,2,February,Facebook Ads,Clicks,Engagement,3.142857142857143,22.0,7
appropriate standardized name,2025,2,February,Facebook Ads,Cost_like,Cost,0.0,0.0,7
appropriate standardized name,2025,2,February,Facebook Ads,Cost_link_click,Cost,0.9757142857142858,6.83,7
appropriate standardized name,2025,2,February,Facebook Ads,Cost_onsite_conversion.messaging_welcome_message_view,Cost,0.0,0.0,7
appropriate standardized name,2025,2,February,Facebook Ads,Cost_page_engagement,Cost,0.8057142857142857,5.64,7
appropriate standardized name,2025,2,February,Facebook Ads,Cost_post_engagement,Cost,0.8057142857142857,5.64,7
appropriate standardized name,2025,2,February,Facebook Ads,Cost_rsvp,Cost,0.5019047142857143,3.513333,7
appropriate standardized name,2025,2,February,Facebook Ads,Cost_video_view,Cost,0.0,0.0,7
appropriate standardized name,2025,2,February,Facebook Ads,Frequency,Reach,1.547683857142857,10.833787,7
appropriate standardized name,2025,2,February,Facebook Ads,Impressions,Reach,347.85714285714283,2435.0,7
appropriate standardized name,2025,2,February,Facebook Ads,Link Clicks,Engagement,0.0,0.0,7
appropriate standardized name,2025,2,February,Facebook Ads,Reach,Reach,220.42857142857142,1543.0,7
